learner_id,gender,age_group,state_of_origin,state_of_residence,education_level,employment_status,device_access,primary_device,prior_tech_experience,monthly_income_band,registration_source,region_of_origin,region_of_residence,internet_quality
LRN0000193,Female,25-34,Imo,Rivers,Undergraduate,Unemployed,No,Laptop,Advanced,50k-100k,Campus Outreach,South East,South South,Poor
LRN0000194,Male,25-34,Anambra,Kano,Secondary School,Unemployed,No,Mobile Phone,Intermediate,<50k,Campus Outreach,South East,North West,Good
LRN0000195,Male,18-24,Jigawa,Delta,Graduate,Employed,Yes,Laptop,Advanced,100k-250k,Social Media,North West,South South,Good
LRN0000196,Female,18-24,Borno,Kaduna,OND/ND,Unemployed,Yes,Laptop,Intermediate,250k+,Referral,North East,North West,Good
LRN0000197,Female,18-24,Lagos,Delta,Undergraduate,Employed,No,Laptop,Intermediate,<50k,Referral,South West,South South,Moderate
LRN0000198,Female,25-34,Plateau,Lagos,Graduate,Employed,Yes,Laptop,Beginner,<50k,Social Media,North Central,South West,Good
LRN0000199,Female,18-24,Benue,Ogun,Graduate,Unemployed,Yes,Laptop,Intermediate,100k-250k,Social Media,North Central,South West,Poor
LRN0000200,Female,18-24,Lagos,Abia,Graduate,Unemployed,Yes,Tablet,Beginner,50k-100k,Social Media,South West,South East,Good
LRN0000201,Male,18-24,Kano,Rivers,Undergraduate,Student,Yes,Tablet,Intermediate,50k-100k,Email Campaign,North West,South South,Good
LRN0000202,Male,18-24,Bauchi,Anambra,OND/ND,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,North East,South East,Moderate
LRN0000203,Female,18-24,Benue,Kogi,Undergraduate,Self-Employed,No,Mobile Phone,Beginner,50k-100k,Campus Outreach,North Central,North Central,Poor
LRN0000204,Female,18-24,Lagos,Lagos,Secondary School,Student,Yes,Laptop,Beginner,100k-250k,Partner Organisation,South West,South West,Good
LRN0000205,Male,18-24,Borno,FCT,Undergraduate,Employed,Yes,Mobile Phone,Intermediate,100k-250k,Social Media,North East,North Central,Moderate
LRN0000206,Male,25-34,Ogun,Anambra,Secondary School,Self-Employed,Yes,Mobile Phone,Intermediate,<50k,Referral,South West,South East,Moderate
LRN0000207,Female,18-24,Lagos,Ogun,Undergraduate,Unemployed,Yes,Laptop,Beginner,50k-100k,Campus Outreach,South West,South West,Moderate
LRN0000208,Male,25-34,Ondo,Ondo,Secondary School,Student,Yes,Desktop,Beginner,50k-100k,Referral,South West,South West,Good
LRN0000209,Male,25-34,Anambra,Yobe,Secondary School,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South East,North East,Moderate
LRN0000210,Female,25-34,FCT,Edo,Undergraduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Partner Organisation,North Central,South South,Poor
LRN0000211,Female,18-24,Rivers,Lagos,Secondary School,Student,Yes,Mobile Phone,Beginner,50k-100k,Email Campaign,South South,South West,Moderate
LRN0000212,Female,18-24,Akwa Ibom,Kaduna,Undergraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Email Campaign,South South,North West,Good
LRN0000213,Male,25-34,Oyo,Osun,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,50k-100k,Email Campaign,South West,South West,Good
LRN0000214,Female,25-34,Delta,Niger,Graduate,Student,Yes,Mobile Phone,Beginner,<50k,Referral,South South,North Central,Poor
LRN0000215,Male,18-24,Niger,Edo,Undergraduate,Unemployed,No,Mobile Phone,Intermediate,50k-100k,Referral,North Central,South South,Poor
LRN0000216,Male,18-24,Kano,Kano,Postgraduate,Employed,Yes,Laptop,Intermediate,50k-100k,Social Media,North West,North West,Good
LRN0000217,Female,25-34,Kano,Benue,Graduate,Student,Yes,Mobile Phone,Beginner,<50k,Email Campaign,North West,North Central,Poor
LRN0000218,Female,18-24,Rivers,Taraba,Undergraduate,Self-Employed,Yes,Laptop,Intermediate,<50k,Social Media,South South,North East,Moderate
LRN0000219,Female,25-34,Oyo,Bauchi,Undergraduate,Student,Yes,Laptop,Beginner,50k-100k,Partner Organisation,South West,North East,Moderate
LRN0000220,Female,35-44,Niger,Oyo,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,<50k,Social Media,North Central,South West,Good
LRN0000221,Female,18-24,Adamawa,Edo,Undergraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North East,South South,Good
LRN0000222,Male,25-34,Lagos,Kano,OND/ND,Student,Yes,Laptop,Beginner,100k-250k,Social Media,South West,North West,Poor
LRN0000223,Male,18-24,Abia,Oyo,Graduate,Self-Employed,No,Laptop,Advanced,<50k,Community Outreach,South East,South West,Good
LRN0000224,Male,25-34,Enugu,Akwa Ibom,Secondary School,Employed,Yes,Mobile Phone,Intermediate,50k-100k,Referral,South East,South South,Moderate
LRN0000225,Male,18-24,Sokoto,Adamawa,Secondary School,Unemployed,Yes,Laptop,Beginner,50k-100k,Referral,North West,North East,Good
LRN0000226,Female,18-24,Delta,Osun,Undergraduate,Employed,Yes,Laptop,Intermediate,<50k,Social Media,South South,South West,Good
LRN0000227,Male,25-34,Kano,Imo,OND/ND,Student,Yes,Laptop,Beginner,<50k,Campus Outreach,North West,South East,Moderate
LRN0000228,Female,18-24,Lagos,Lagos,Graduate,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Partner Organisation,South West,South West,Moderate
LRN0000229,Female,35-44,FCT,Kano,Postgraduate,Employed,Yes,Mobile Phone,Beginner,<50k,Social Media,North Central,North West,Poor
LRN0000230,Female,18-24,Rivers,Kaduna,OND/ND,Student,Yes,Laptop,Intermediate,100k-250k,Partner Organisation,South South,North West,Moderate
LRN0000231,Male,18-24,Delta,Benue,Graduate,Student,Yes,Laptop,Intermediate,100k-250k,Social Media,South South,North Central,Moderate
LRN0000232,Female,18-24,Akwa Ibom,Plateau,Graduate,Student,Yes,Laptop,Beginner,<50k,Campus Outreach,South South,North Central,Moderate
LRN0000233,Male,25-34,Osun,Ondo,Undergraduate,Student,No,Mobile Phone,Beginner,<50k,Community Outreach,South West,South West,Good
LRN0000234,Male,18-24,FCT,Benue,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Referral,North Central,North Central,Moderate
LRN0000235,Female,25-34,Lagos,Taraba,Undergraduate,Unemployed,Yes,Mobile Phone,Intermediate,<50k,Community Outreach,South West,North East,Poor
LRN0000236,Male,18-24,Borno,Plateau,Undergraduate,Employed,Yes,Mobile Phone,Beginner,100k-250k,Partner Organisation,North East,North Central,Good
LRN0000237,Male,18-24,Borno,Plateau,Undergraduate,Employed,No,Mobile Phone,Beginner,<50k,Referral,North East,North Central,Good
LRN0000238,Female,25-34,FCT,Kaduna,Graduate,Student,Yes,Mobile Phone,Advanced,50k-100k,Social Media,North Central,North West,Moderate
LRN0000239,Male,18-24,Bauchi,Kano,Undergraduate,Employed,Yes,Desktop,Beginner,<50k,Partner Organisation,North East,North West,Moderate
LRN0000240,Female,18-24,Jigawa,FCT,Secondary School,Self-Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,North Central,Good
LRN0000241,Female,35-44,Kaduna,Ogun,OND/ND,Student,Yes,Mobile Phone,Beginner,100k-250k,Community Outreach,North West,South West,Good
LRN0000242,Female,25-34,Sokoto,Taraba,Secondary School,Unemployed,Yes,Laptop,Beginner,50k-100k,Campus Outreach,North West,North East,Moderate
LRN0000243,Male,25-34,Lagos,Delta,Undergraduate,Unemployed,Yes,Laptop,Intermediate,100k-250k,Referral,South West,South South,Poor
LRN0000244,Male,25-34,Katsina,Imo,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Campus Outreach,North West,South East,Good
LRN0000245,Female,18-24,Lagos,Ebonyi,Undergraduate,Unemployed,No,Laptop,Beginner,<50k,Community Outreach,South West,South East,Good
LRN0000246,Male,25-34,Niger,Benue,OND/ND,Student,Yes,Laptop,Beginner,50k-100k,Campus Outreach,North Central,North Central,Poor
LRN0000247,Female,25-34,Niger,Anambra,Undergraduate,Unemployed,Yes,Laptop,Beginner,100k-250k,Email Campaign,North Central,South East,Moderate
LRN0000248,Female,25-34,Oyo,Enugu,Undergraduate,Employed,Yes,Mobile Phone,Beginner,<50k,Partner Organisation,South West,South East,Moderate
LRN0000249,Female,18-24,Kano,Edo,OND/ND,Student,Yes,Mobile Phone,Beginner,100k-250k,Email Campaign,North West,South South,Poor
LRN0000250,Male,35-44,Kano,Plateau,Undergraduate,Unemployed,Yes,Laptop,Intermediate,<50k,Social Media,North West,North Central,Moderate
LRN0000251,Male,25-34,Imo,Benue,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South East,North Central,Good
LRN0000252,Female,18-24,Lagos,Enugu,OND/ND,Unemployed,Yes,Mobile Phone,Advanced,<50k,Social Media,South West,South East,Poor
LRN0000253,Male,25-34,Oyo,Enugu,Graduate,Employed,Yes,Laptop,Intermediate,<50k,Email Campaign,South West,South East,Moderate
LRN0000254,Male,18-24,Kano,Osun,OND/ND,Unemployed,Yes,Laptop,Beginner,<50k,Social Media,North West,South West,Good
LRN0000255,Female,25-34,Abia,Imo,OND/ND,Employed,Yes,Mobile Phone,Beginner,50k-100k,Community Outreach,South East,South East,Moderate
LRN0000256,Female,35-44,Lagos,Edo,OND/ND,Student,Yes,Mobile Phone,Beginner,100k-250k,Partner Organisation,South West,South South,Poor
LRN0000257,Female,18-24,Abia,Bayelsa,Graduate,Unemployed,Yes,Desktop,Advanced,100k-250k,Social Media,South East,South South,Moderate
LRN0000258,Female,35-44,Benue,Osun,Secondary School,Student,Yes,Tablet,Intermediate,50k-100k,Partner Organisation,North Central,South West,Good
LRN0000259,Male,18-24,Niger,Kano,Undergraduate,Unemployed,Yes,Laptop,Intermediate,50k-100k,Campus Outreach,North Central,North West,Moderate
LRN0000260,Female,18-24,Katsina,Enugu,Graduate,Unemployed,Yes,Laptop,Beginner,250k+,Campus Outreach,North West,South East,Moderate
LRN0000261,Female,18-24,Kano,Kogi,Undergraduate,Employed,Yes,Mobile Phone,Beginner,<50k,Referral,North West,North Central,Moderate
LRN0000262,Male,18-24,Jigawa,Enugu,Undergraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Email Campaign,North West,South East,Good
LRN0000263,Male,25-34,Oyo,FCT,Undergraduate,Student,Yes,Mobile Phone,Intermediate,250k+,Email Campaign,South West,North Central,Moderate
LRN0000264,Female,25-34,Osun,Kaduna,Secondary School,Student,Yes,Mobile Phone,Beginner,100k-250k,Partner Organisation,South West,North West,Poor
LRN0000265,Female,18-24,Anambra,Niger,Undergraduate,Student,Yes,Mobile Phone,Intermediate,100k-250k,Social Media,South East,North Central,Moderate
LRN0000266,Female,18-24,Anambra,Plateau,Graduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Social Media,South East,North Central,Poor
LRN0000267,Female,25-34,Osun,Plateau,Graduate,Unemployed,Yes,Mobile Phone,Intermediate,50k-100k,Email Campaign,South West,North Central,Poor
LRN0000268,Male,25-34,Kano,Taraba,Secondary School,Student,Yes,Mobile Phone,Advanced,<50k,Community Outreach,North West,North East,Good
LRN0000269,Male,35-44,Sokoto,Oyo,Undergraduate,Student,Yes,Laptop,Intermediate,250k+,Referral,North West,South West,Good
LRN0000270,Female,18-24,Rivers,Rivers,Secondary School,Unemployed,Yes,Mobile Phone,Beginner,<50k,Referral,South South,South South,Good
LRN0000271,Female,35-44,Delta,Lagos,Undergraduate,Student,Yes,Mobile Phone,Intermediate,50k-100k,Partner Organisation,South South,South West,Moderate
LRN0000272,Female,18-24,Rivers,FCT,Undergraduate,Student,Yes,Desktop,Intermediate,100k-250k,Campus Outreach,South South,North Central,Moderate
LRN0000273,Female,18-24,Rivers,Katsina,Undergraduate,Student,Yes,Desktop,Intermediate,<50k,Social Media,South South,North West,Poor
LRN0000274,Male,35-44,Edo,Borno,Undergraduate,Self-Employed,Yes,Mobile Phone,Beginner,<50k,Community Outreach,South South,North East,Moderate
LRN0000275,Male,18-24,Enugu,Katsina,Undergraduate,Employed,No,Laptop,Advanced,50k-100k,Social Media,South East,North West,Poor
LRN0000276,Female,25-34,Anambra,Lagos,Undergraduate,Student,Yes,Laptop,Beginner,100k-250k,Campus Outreach,South East,South West,Good
LRN0000277,Female,25-34,Anambra,Ondo,Secondary School,Employed,Yes,Laptop,Intermediate,<50k,Referral,South East,South West,Good
LRN0000278,Female,18-24,Kano,Lagos,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,North West,South West,Good
LRN0000279,Female,25-34,Edo,Lagos,OND/ND,Employed,Yes,Mobile Phone,Beginner,<50k,Partner Organisation,South South,South West,Moderate
LRN0000280,Female,25-34,Imo,Rivers,Graduate,Employed,Yes,Desktop,Beginner,<50k,Referral,South East,South South,Moderate
LRN0000281,Male,18-24,Imo,Kaduna,Undergraduate,Student,Yes,Laptop,Advanced,100k-250k,Email Campaign,South East,North West,Moderate
LRN0000282,Male,25-34,Lagos,Plateau,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,South West,North Central,Poor
LRN0000283,Male,35-44,Kano,Kano,Postgraduate,Employed,Yes,Mobile Phone,Beginner,<50k,Referral,North West,North West,Moderate
LRN0000284,Female,18-24,Rivers,Osun,Undergraduate,Employed,Yes,Laptop,Beginner,50k-100k,Campus Outreach,South South,South West,Moderate
LRN0000285,Male,35-44,Lagos,Anambra,Graduate,Student,Yes,Mobile Phone,Advanced,50k-100k,Social Media,South West,South East,Good
LRN0000286,Male,18-24,Kano,Ondo,Graduate,Student,Yes,Laptop,Beginner,100k-250k,Social Media,North West,South West,Good
LRN0000287,Female,18-24,Lagos,Kaduna,Secondary School,Employed,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South West,North West,Moderate
LRN0000288,Male,25-34,Enugu,Kaduna,Undergraduate,Unemployed,No,Mobile Phone,Beginner,250k+,Social Media,South East,North West,Moderate
LRN0000289,Female,18-24,Kano,Edo,Undergraduate,Unemployed,Yes,Laptop,Beginner,100k-250k,Referral,North West,South South,Moderate
LRN0000290,Male,35-44,Yobe,Ogun,Undergraduate,Unemployed,No,Laptop,Beginner,<50k,Social Media,North East,South West,Moderate
LRN0000291,Male,25-34,Imo,Katsina,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,South East,North West,Moderate
LRN0000292,Female,25-34,Delta,Delta,Undergraduate,Unemployed,Yes,Laptop,Intermediate,50k-100k,Social Media,South South,South South,Moderate
LRN0000293,Male,25-34,Imo,Borno,Graduate,Employed,Yes,Laptop,Intermediate,100k-250k,Social Media,South East,North East,Moderate
LRN0000294,Male,25-34,Osun,Akwa Ibom,Secondary School,Unemployed,Yes,Mobile Phone,Beginner,50k-100k,Email Campaign,South West,South South,Poor
LRN0000295,Female,25-34,Enugu,Lagos,OND/ND,Unemployed,Yes,Laptop,Intermediate,50k-100k,Social Media,South East,South West,Poor
LRN0000296,Female,18-24,Plateau,Abia,Graduate,Employed,Yes,Laptop,Beginner,100k-250k,Referral,North Central,South East,Poor
LRN0000297,Male,35-44,Oyo,Imo,Secondary School,Student,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,South West,South East,Good
LRN0000298,Female,18-24,Abia,Edo,Undergraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South East,South South,Good
LRN0000299,Male,18-24,Kano,Oyo,OND/ND,Unemployed,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,North West,South West,Good
LRN0000300,Male,18-24,Delta,Kano,OND/ND,Unemployed,No,Laptop,Beginner,50k-100k,Social Media,South South,North West,Moderate
LRN0000301,Female,35-44,Sokoto,Delta,OND/ND,Unemployed,Yes,Laptop,Intermediate,50k-100k,Campus Outreach,North West,South South,Moderate
LRN0000302,Female,18-24,Kano,Lagos,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Social Media,North West,South West,Good
LRN0000303,Female,18-24,Anambra,Kogi,Postgraduate,Student,Yes,Laptop,Beginner,100k-250k,Social Media,South East,North Central,Poor
LRN0000304,Female,18-24,Kano,Ogun,Undergraduate,Self-Employed,Yes,Laptop,Advanced,50k-100k,Partner Organisation,North West,South West,Moderate
LRN0000305,Female,18-24,Benue,Ogun,Undergraduate,Employed,Yes,Mobile Phone,Beginner,50k-100k,Community Outreach,North Central,South West,Moderate
LRN0000306,Male,18-24,Kaduna,Oyo,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Campus Outreach,North West,South West,Poor
LRN0000307,Male,25-34,Kaduna,Rivers,Postgraduate,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,North West,South South,Poor
LRN0000308,Female,18-24,Kano,Ondo,OND/ND,Employed,Yes,Mobile Phone,Intermediate,<50k,Social Media,North West,South West,Good
LRN0000309,Male,25-34,Kano,Oyo,Undergraduate,Student,Yes,Mobile Phone,Beginner,<50k,Community Outreach,North West,South West,Poor
LRN0000310,Male,18-24,Bayelsa,Jigawa,Secondary School,Employed,Yes,Laptop,Beginner,<50k,Email Campaign,South South,North West,Poor
LRN0000311,Male,18-24,Benue,Sokoto,Undergraduate,Self-Employed,Yes,Laptop,Beginner,100k-250k,Email Campaign,North Central,North West,Moderate
LRN0000312,Male,25-34,Borno,Lagos,OND/ND,Student,Yes,Laptop,Intermediate,50k-100k,Referral,North East,South West,Good
LRN0000313,Female,18-24,Kano,Oyo,OND/ND,Unemployed,Yes,Mobile Phone,Intermediate,50k-100k,Email Campaign,North West,South West,Good
LRN0000314,Female,18-24,Niger,FCT,OND/ND,Student,Yes,Mobile Phone,Beginner,100k-250k,Partner Organisation,North Central,North Central,Good
LRN0000315,Female,35-44,Sokoto,Abia,Undergraduate,Unemployed,Yes,Desktop,Advanced,100k-250k,Social Media,North West,South East,Good
LRN0000316,Male,18-24,Enugu,Osun,OND/ND,Student,Yes,Mobile Phone,Beginner,50k-100k,Social Media,South East,South West,Moderate
LRN0000317,Male,18-24,Imo,FCT,Secondary School,Student,Yes,Laptop,Advanced,<50k,Social Media,South East,North Central,Good
LRN0000318,Male,18-24,Kaduna,Sokoto,OND/ND,Employed,Yes,Mobile Phone,Intermediate,<50k,Social Media,North West,North West,Good
LRN0000319,Male,18-24,Adamawa,Sokoto,Postgraduate,Self-Employed,Yes,Desktop,Beginner,<50k,Referral,North East,North West,Moderate
LRN0000320,Female,18-24,Kano,Lagos,Postgraduate,Unemployed,Yes,Mobile Phone,Beginner,<50k,Social Media,North West,South West,Good
LRN0000321,Female,25-34,Imo,Jigawa,Undergraduate,Employed,Yes,Mobile Phone,Intermediate,100k-250k,Partner Organisation,South East,North West,Good
LRN0000322,Female,18-24,Oyo,Bayelsa,OND/ND,Student,Yes,Mobile Phone,Beginner,<50k,Referral,South West,South South,Poor
LRN0000323,Male,18-24,Kano,Ondo,Undergraduate,Student,No,Mobile Phone,Beginner,100k-250k,Social Media,North West,South West,Good
LRN0000324,Female,25-34,Ebonyi,Anambra,Graduate,Unemployed,Yes,Laptop,Beginner,100k-250k,Social Media,South East,South East,Good
LRN0000325,Female,18-24,Adamawa,Delta,Secondary School,Unemployed,Yes,Laptop,Advanced,50k-100k,Campus Outreach,North East,South South,Moderate
LRN0000326,Female,18-24,Edo,Plateau,Undergraduate,Student,Yes,Tablet,Intermediate,50k-100k,Referral,South South,North Central,Moderate
LRN0000327,Female,25-34,FCT,Imo,Undergraduate,Unemployed,Yes,Laptop,Intermediate,50k-100k,Community Outreach,North Central,South East,Good
LRN0000328,Male,18-24,Rivers,Katsina,Undergraduate,Self-Employed,Yes,Mobile Phone,Advanced,<50k,Partner Organisation,South South,North West,Moderate
LRN0000329,Male,18-24,Ogun,Lagos,Undergraduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Campus Outreach,South West,South West,Moderate
LRN0000330,Male,25-34,Lagos,Delta,Undergraduate,Unemployed,No,Laptop,Intermediate,100k-250k,Community Outreach,South West,South South,Poor
LRN0000331,Female,35-44,Niger,Katsina,Graduate,Employed,Yes,Laptop,Beginner,<50k,Social Media,North Central,North West,Poor
LRN0000332,Male,18-24,Enugu,Rivers,Undergraduate,Unemployed,Yes,Laptop,Beginner,<50k,Email Campaign,South East,South South,Good
LRN0000333,Male,25-34,Rivers,Kaduna,Undergraduate,Employed,Yes,Laptop,Beginner,50k-100k,Email Campaign,South South,North West,Moderate
LRN0000334,Male,18-24,Bayelsa,Rivers,Undergraduate,Student,No,Mobile Phone,Beginner,<50k,Social Media,South South,South South,Moderate
LRN0000335,Male,18-24,Katsina,Rivers,Undergraduate,Self-Employed,Yes,Laptop,Beginner,100k-250k,Social Media,North West,South South,Moderate
LRN0000336,Female,18-24,Akwa Ibom,Ondo,OND/ND,Employed,Yes,Mobile Phone,Intermediate,100k-250k,Social Media,South South,South West,Moderate
LRN0000337,Female,18-24,Ondo,Ondo,Secondary School,Self-Employed,Yes,Laptop,Intermediate,<50k,Referral,South West,South West,Good
LRN0000338,Male,18-24,Lagos,Jigawa,Undergraduate,Student,Yes,Mobile Phone,Beginner,100k-250k,Social Media,South West,North West,Moderate
